"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
1,118.663213015076,279.703227186513,334.969898504241,1941.95076054942,4811.13927128043,10000,0.447136203997209,0.0163690602006162,0.369799079470089,0.00807609548680957,0.000769504249058968,10.5115601246308,6.53178395021168e-13,1,4810,0.0158794357952165
1,2.21109936168963,9.7620287941223,12.4767720135964,18.422982520066,137.135829893298,10000,21.7815123730874,7.02118835322042e-06,0.00100010105270334,4.91768324676475e-07,5.05334669283243,1.07537433138906e-06,7.12791582492793e-06,1,2000,0.0346647845892331
1,3.19194072467409,5.01836716766153,871.504771428445,1881.95982777824,2332.02291131792,10000,25.2725783135632,11.2069515869761,0.00888504131752254,0.00120373554426754,0.000118595345978507,0.000459335426924691,1.270500837441e-06,1,2331,0.0158144858085783
1,11.3655960440464,11.5900560214206,933.611276107049,1353.58026965228,2004.01793841334,10000,0.00567435254569132,0.0562380151826428,8.90990857263612,0.564399196131864,1.70683474243298,3.25092879374007,0.000322598649954566,12,1996,0.0154028122733186
1,2.82210144669633,67.4062092743666,130.254412013712,1918.11981730709,4089.82189976714,10000,0.0177880188608373,0.124088764286058,0.00177473173454757,0.00820441581615469,0.000129780443301483,0.113947840177407,1.4518829702766e-09,1,4089,0.00413620953506939
1,1.39656292227573,1145.54796267128,2894.86591743395,6107.82658648744,7197.89171305758,10000,3.35315758106612,11.8524558648392,0.0716262900708246,0.658399287238498,9.91182018258838e-08,0.145358516139314,1.1757823090854e-06,1,2894,0.0126728548310584
1,6.95312029256818,13.1119417864957,28.7023094033338,147.884960266982,149.001780723455,10000,0.298486114170643,1.70924672649101,0.003725357223904,545.382501752983,0.00255320912328306,7.50661542360973,1.12412393595505e-05,1,149,0.0762949319051045
1,1.05609656602865,169.370512870689,215.306005503648,797.688131471644,2570.88543702862,10000,0.00952749397087757,7.2573474563373,0.000115525565681163,4.03487222206331,0.0277101326509302,0.000462140274838914,5.92698164792893e-06,1,216,0.0262985623317546
1,5.36062924508399,987.30673293353,1220.94712084194,2072.42633497976,7096.21558716557,10000,12489.3909057155,0.015126218766548,0.00210369469133139,2.41366138026926e-05,0.118433773554564,0.37520749649848,0.00085746786700543,1,3500,0.016045097241503
1,2.05045486717249,2.89917465231653,320.577369118039,1081.41710012069,3596.18933671517,10000,0.000117747044239514,2.77834670568947,3.19320094504918,0.155759654947748,0.0674709157024222,0.183109952615636,0.00164762611214224,2,3594,0.0116292189975707
1,4.51983519497151,182.291863484655,906.239830137382,1058.87150237278,2879.1366111757,10000,56793.04815243,0.307678093613018,0.0489031133355074,0.089945662621551,0.000320467184537082,25.1073442901864,1.38660589383003e-07,1,2880,0.0142764964662739
1,64.2253686256011,2092.18595711162,2098.14439269076,6965.99093597287,7156.82617003849,10000,158.683146199216,8.77766932100047,1.25868596623354,1.8250043808479,1.1934733071466,0.67755245112499,4.23504345861589e-06,1,2099,0.0169443258191767
1,1.41991734597398,2.44763642874069,4.33499468075325,1946.22441075784,3162.66333519657,10000,0.0213577720413421,0.0893399435253132,31.9973965014827,4.41591584571677,0.102663363757537,0.622983902950243,0.000240778552278218,2,3161,0.00952285049218326
1,55.7337678018558,811.220506443644,1629.19863833083,5804.56620638085,6934.74973140109,10000,27.2647722803912,1.29583762393088,0.845749649110274,0.0119992101457618,1296.32698640241,0.00635585635700903,6.80402337020333e-13,1,5800,0.00948483372856483
1,178.953374766031,695.947859905358,1309.80868452026,2268.35019111494,4157.99718992698,10000,0.447498660699491,0.0149568255306333,0.0539719545067738,0.000297856717232182,0.311525504040833,0.00211420877250448,2.4787340587298e-08,1,2268,0.010530349156413
1,257.853655208549,570.930007691445,1128.57307319,4894.25658554277,7032.84345391006,10000,0.89385041878769,0.0238354904424814,1.04331205231564,0.00125948348228363,0.163294733700134,0.00170853786581732,1.60537305401926e-06,1,4893,0.0105267875485474
1,2.3941822275667,78.4586965339896,89.4864378938208,1522.54633486666,6077.41678763356,10000,2.41429623910703e-05,6.33643365474425,0.0490882662816194,0.558157578156806,0.0113824264753259,0.121672516749218,2.7278801112989e-08,2,6075,0.00605416072466167
1,6.36608028423726,17.8205865564248,41.7576131594886,195.956889927024,342.211580601722,10000,0.114543780425308,35.4907779479154,0.232349684645402,0.0218601896126582,0.00436532282422786,0.156108543935482,3.35361482800113e-07,1,342,0.0261355001087937
1,2.23306341242458,2051.10226284165,2499.44505850262,3103.66350220045,4470.90586068594,10000,0.000486117624019898,2.38971778173596,0.0102174977879028,1.31905740723835,19.0100349321423,17.9847467610541,2.23952883552577e-06,2,4400,0.0139105131095115
1,5.75667738778651,14.1286745303876,1964.31711894354,3317.63554986031,3347.3684284305,10000,0.0428551838334482,0.229504886549398,0.020719561030889,0.000919367255748193,0.00913834423739819,0.0129072233412949,5.96478338095043e-07,1,3347,0.007221892234654
1,2.77863458938867,5.03809833813554,8.44371078812989,2945.15503202611,6998.72571824613,10000,0.0329772689022061,6.14721112842925,30.4643867908717,0.0260865284452611,0.00115989907490869,1816.74957505985,1.22364731807938e-06,1,2000,0.00363817241572957
1,1.73937605760177,37.8299063964179,831.229606883589,1288.10568045609,5035.46638261592,10000,4.78146933329768,67.7117650666882,1.02861362783085,0.697915844251904,0.0372265832524131,1.27714394299163,9.36103476505583e-05,1,5035,0.000191118846794127
1,1.22385336928013,219.432116606433,1245.89797759603,1248.63216048783,1597.57362495019,10000,0.040008144940182,0.199598051326156,0.00272896270054765,0.000593452029876378,53706.7057309957,1.8292072134067,1.12965122254522e-07,1,2000,0.0129691068816894
1,3.93570378161367,20.3924007843436,23.6125922378914,36.3255074667236,3721.47340598929,10000,0.000897275127089712,62.811891021658,0.32565224289735,1.10425898885293,371.24343947158,13.2529862532667,4.02337259998234e-06,35,35,0.164278133060843
1,71.5632038664627,802.59954023914,1149.13429828218,1223.99521947372,4066.93490448861,10000,23.1638728105877,0.745774474291782,0.967977997671344,0.0119711327405969,0.125913814354043,0.008792455403578,2.07041235561727e-08,1,1224,0.0145002411544744
1,1.05998422583655,2072.20871685289,2384.21145587019,2751.11914156746,2981.02436487394,10000,0.098165704744243,0.573643048312083,0.00100928408653976,6.67100532047388,0.687063859321679,9.99671760021738e-07,5.54478309097234e-11,1,2384,0.0129648699958519
1,1.53461966173116,246.489689483012,329.908707523642,679.721791009489,2154.68202455958,10000,0.729873607787727,19.0863102057621,0.0180050857581268,2.12508731852999,0.206663816657575,0.000152803978134762,0.00162110749074114,1,330,0.0264292129639441
1,2.29220802310034,88.6470461527436,234.179765360454,254.937383624151,4388.69669896076,10000,90.3464396377619,815.259843654147,7.52196521797364,14953.4443329233,0.647291201532685,225.399371925439,0.00761873261435008,1,4388,0.0105766169839828
1,1.46933334407074,312.437419375434,435.896647835643,631.002198884747,6837.48008845304,10000,0.272543025151855,1.0305168544236,0.0146427936400715,9.94560818058383,0.00100032488177505,1.70385177186197,6.12877190911844e-08,1,6830,0.0100362229634
1,1.42635640273885,24.4568531896871,882.273748725315,1496.75903290646,1571.6766707687,10000,16.3902392147918,4.39349160597383,0.244796420546166,0.0776940826669536,0.00228180078045272,0.101592796713906,4.97156970044766e-07,1,1572,0.0148317118679172
1,1.53193105430951,8.44139061866288,46.4839129638231,173.909321939382,178.39638598773,10000,0.000182421963272702,178.932183770258,0.00421757864271791,59.0187440781244,0.563180894694991,1.02576803691587,1.86442880727934e-05,35,36,0.164278139222173
1,2.05994331790287,10.4308898357141,15.171457209143,91.2927998246899,161.008033234548,10000,0.0618438428032887,14.1115042265878,108.372284063381,25.028330513165,0.454607390301732,5.11345572441338,1.39211891209264e-07,2,160,0.0356147735243744
1,83.6188540416446,309.361503672529,1243.87785534164,1798.89751187046,2032.02371546556,10000,326.695680827343,15.2754038815836,8.91211667522919,151.044350904221,0.369137512092563,1.3525346743851,1.05059811078685e-05,1,2031,0.013810103870744
1,51.1107052363395,880.19823737946,1088.12610179674,1866.82414420812,6144.31710266048,10000,0.058760148771525,0.00269856555240916,0.00156931431197167,0.000181812261800408,4.61248573013287e-05,0.362506402867631,2.27555666873586e-08,1,6141,0.00955158571365244
1,7.1896642146023,47.8241371043322,178.679136565447,353.909758271377,1279.94208737876,10000,0.151384622104317,100.904426542217,0.0101718867811382,0.21192852570787,0.00114463418034264,0.209223666964703,6.26498822740043e-06,1,1280,0.0183100621244057
1,4.44939335174521,12.4596034242939,2052.45977063737,2747.33019705163,3888.06182105539,10000,2.36710375148389,48.3113305919438,1.73640410075973,0.0395364279249109,21.4613792614805,2.04824711089717,3.71273724474669e-08,1,2747,0.00870218496036293
1,6.55701047956506,12.6342119738262,1892.43872668304,2424.13318753734,7258.98095843751,10000,0.100145847757442,0.788016089712021,0.0479699976788988,0.00296412830652321,0.00517925848858233,7.47756726382702e-06,4.77046590243064e-08,1,2423,0.00522978217044832
1,5.68050011425965,58.6911789683279,74.8006616712597,185.450609622899,507.323957857075,10000,1.3331937057758,46.1733605565847,0.0762760749187076,31.1264022883298,0.00536891847379418,5.65759388310019,0.000354770232488509,1,507,0.0182165404876283
1,2.76655915704784,5.82923041123469,222.438835378099,299.678855029274,397.006442601355,10000,0.22352138609241,8.35885835603174,2.21968348423556,0.00241077408925084,0.0352438836303466,3066.17110325677,2.56427496052743e-08,1,400,0.0262928796886056
1,13.458990890549,46.4447379751444,53.2411905145184,2064.35974804547,2353.50437326518,10000,452.991066569724,1.03208938933687,34.3435293283121,1.86111639264853,0.0969773806712832,22.477194580506,4.04810204138054e-08,1,2353,0.0287303160724116
1,7.4495036511264,20.7394207321892,940.918529087761,1035.28658629232,4247.94943900173,10000,2.53313859701664,40.475342338863,0.710621425466984,0.290291586517677,0.0221895246228485,0.364592314172327,0.00297345594619941,1,4247,0.000293276640479195
1,1.38239347218486,79.657381130677,251.884032705888,469.599136365759,9012.20663480063,10000,0.0305605932726747,0.706867618612265,0.00263448176338213,9.24537818850765,0.000384765282414534,0.0118140053064367,1.15321873340391e-07,1,9010,0.00451317679811771
