1.433904337243829472e-02,1.476042726758676760e-01,2.955592827064386086e-01,2.539419136031779156e-01,1.695643583996488402e-01,8.697389287743244324e-02,3.355646759278229588e-03,2.866158960571797004e-02
2.447239755432550789e-05,1.011812746981262945e-01,3.143040033808965350e-01,2.221688587199846798e-01,2.020267997493818135e-01,8.123039380930194286e-02,7.781205902264748397e-02,1.252138222107003224e-03
0.000000000000000000e+00,0.000000000000000000e+00,3.092340911963975536e-01,2.860569382324394394e-01,1.950972670619734173e-01,3.223340224158290079e-02,5.236133523731346245e-02,1.250169660302930530e-01
4.489649303388894980e-02,1.029690343644513589e-01,2.901276462125764177e-01,2.351265151477963111e-01,1.520251301448268255e-01,7.678219533698450727e-02,8.327285729829244157e-03,8.974570002964647741e-02
4.478386862866658158e-02,1.462695060815274173e-01,2.577251243416278648e-01,2.564680117679706828e-01,1.811554324837002239e-01,2.217905424048629767e-02,1.820100811090082744e-03,8.959890164493100606e-02
8.883425135399217858e-08,1.014756676034930805e-01,3.169103413190202390e-01,2.205725108146553981e-01,1.992118404606937898e-01,7.803666964840839937e-02,8.379267558617829736e-02,2.057332994020850373e-07
0.000000000000000000e+00,1.360483993320826535e-01,2.736330954093479928e-01,2.453755753911864568e-01,1.964061623732442918e-01,4.118124138776308590e-02,7.636037918627091095e-03,9.971948818774835355e-02
2.991495266946980452e-07,1.037966413191204335e-01,3.096093566517050255e-01,2.466806503704914444e-01,1.751223697721532024e-01,7.500449045752279054e-02,8.978558977329885449e-02,6.025061816196459237e-07
1.436592747070144192e-02,1.484009192284639622e-01,2.980384734056397700e-01,2.652629927275310107e-01,1.926495286470446544e-01,4.135965086034799204e-02,1.096049016392036148e-02,2.896201749635103975e-02
0.000000000000000000e+00,1.240871318804031426e-01,2.880957882755218469e-01,2.447967742943699954e-01,1.893345141086627270e-01,3.977886259634054456e-02,9.273999806963844489e-03,1.046329290377379651e-01
1.089817355953884466e-02,1.239876647689475697e-01,2.892985489874466687e-01,2.417899735631423852e-01,1.648712548916473897e-01,7.080884703999160146e-02,7.655858373706686537e-02,2.178695345221859717e-02
1.395812731983406794e-02,1.376437099871869463e-01,2.660095503508991821e-01,2.569896235524742334e-01,1.549778161000646415e-01,6.813361411326641914e-02,7.439394393924697590e-02,2.789361463702740018e-02
1.396628665702370937e-02,1.373177049559220209e-01,2.645580731772561034e-01,2.558775743850525974e-01,1.565907434970375822e-01,6.822620411295442222e-02,7.549124758911245070e-02,2.797216562564106695e-02
0.000000000000000000e+00,6.638935050615413225e-02,3.080287034215516973e-01,2.410932730647631639e-01,1.421475983507399787e-01,9.556321966821657021e-02,2.580851937548619274e-02,1.209693356130884662e-01
0.000000000000000000e+00,1.193333689991668972e-01,2.873606137265862781e-01,2.839531001277138533e-01,1.765520058788941915e-01,1.496498227260457253e-02,7.831467729225718381e-04,1.170527822221114067e-01
4.605632955290532571e-02,1.164462694659034181e-01,2.924120903058810561e-01,2.531321798124256950e-01,1.686862066820840333e-01,2.676481083005498307e-02,4.424918342812881288e-03,9.207719500793261347e-02
5.180076509422221892e-02,7.868491308729359812e-02,2.918003754467370370e-01,2.265611355415758366e-01,1.823366960327263420e-01,4.843386856547985536e-02,1.681553015255186218e-02,1.035667160794133540e-01
4.436790644829800845e-02,8.722492621316631223e-02,2.831384940821233820e-01,2.298866960034226803e-01,1.443516175181908112e-01,5.746803576917793033e-02,6.459220549531204114e-02,8.897011847030862619e-02
4.797478212348155191e-02,1.411551738423950375e-01,2.643767465479260337e-01,2.708869954639590572e-01,1.671946105491464163e-01,1.204039089549473543e-02,3.253290026696742301e-04,9.604597157492761328e-02
9.179855264438643511e-03,1.120284431936493241e-01,2.890048717775636766e-01,2.632736879935790864e-01,1.438215555776934662e-01,8.653211308282424130e-02,9.615947311025156707e-02,0.000000000000000000e+00
4.844284013135001510e-02,1.402816707332768809e-01,2.650405623244136422e-01,2.730084575780203915e-01,1.646076733324345898e-01,1.149593902260626598e-02,4.228738513246112717e-04,9.669998302657359379e-02
5.522197411017160801e-02,1.163718763821624258e-01,3.036708322708493446e-01,2.489185129881180680e-01,1.652937603981030623e-01,9.129614331332105070e-05,6.200123481498540818e-06,1.104255475838007844e-01
4.362449442045295001e-02,1.364252998305228448e-01,2.531438918359767976e-01,2.658038451376785183e-01,1.496731771508661712e-01,6.407728714067140174e-02,1.566126620305651721e-05,8.723634321762829824e-02
2.280782038310291433e-03,9.487198501035577769e-02,3.199519417070445515e-01,2.348137520728456051e-01,1.922140496025826206e-01,7.639516114476477271e-02,7.947232842409625297e-02,0.000000000000000000e+00
1.357497406380112417e-02,1.402710376406985093e-01,2.855955309040969503e-01,2.637621987083962893e-01,1.711086394000102540e-01,1.401354875496641124e-02,8.415877292010610911e-02,2.751529760792418774e-02
1.011255545803005015e-02,1.193635413317757216e-01,2.926244668262437121e-01,2.417028721642750511e-01,1.694398391296650375e-01,6.857548342521319062e-02,7.795913903101289733e-02,2.022210263378440911e-02
5.994055730369255569e-02,7.555473752873928528e-02,3.107608609277214273e-01,2.575243151314286494e-01,1.760756953114611112e-01,1.667207912122841698e-04,1.199771130057448038e-01,0.000000000000000000e+00
5.696872885413273302e-02,1.029951186694576387e-01,2.918664407216681189e-01,2.663895323053521169e-01,1.534449186394379050e-01,1.363637412061226122e-02,8.918052653084989831e-04,1.138070814240306761e-01
4.521077771621474783e-02,1.038769594793797352e-01,3.005748069351066865e-01,2.422051657018902682e-01,1.719191763040174015e-01,3.604243545109866304e-02,9.320082032447147766e-03,9.085059637984531367e-02
5.462598414805618086e-02,8.758103016693974396e-02,3.097874152494040079e-01,2.600234693946325004e-01,1.789650168593041324e-01,1.090170841816634900e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.424319304492273230e-02,8.637050088780712231e-02,2.847711302235383934e-01,2.214211886937855200e-01,1.563102817113297405e-01,5.878560758371734196e-02,5.925132547031953384e-02,8.884677238457962256e-02
5.004225268037787444e-02,8.936766280495686554e-02,2.953576149959050712e-01,2.394281415103011457e-01,1.580580367405850784e-01,6.690535749498352502e-02,6.835596987891515760e-04,1.001573740741013713e-01
5.243489630919682953e-02,9.388765410216011464e-02,2.968588125425282720e-01,2.346848885691329156e-01,1.718913073178661710e-01,3.596273633103130862e-02,8.910144055313621789e-03,1.053695607727708899e-01
5.090658472173278243e-02,9.370198319282241339e-02,2.902885435430338501e-01,2.509410097019424413e-01,1.728080014000957509e-01,3.219863948693033745e-02,6.922966603915585958e-03,1.022322713495268515e-01
5.209776384170938107e-02,1.019777301000892311e-01,2.929489113640038611e-01,2.558478670894785978e-01,1.681829149673955415e-01,2.213838479435448203e-02,2.589314825742280220e-03,1.042171130172265120e-01
4.608101029434778090e-02,1.380330989499846950e-01,2.577082152944428772e-01,2.691053136560524472e-01,1.694295892391748382e-01,2.265305785381919665e-02,4.562172293397189979e-03,9.242754241878099741e-02
4.532784592517449113e-02,1.025215429318011434e-01,2.974489948697044417e-01,2.372958866335416472e-01,1.800470983064945130e-01,3.765814036938610471e-02,8.929713568587193534e-03,9.077077739531032308e-02
5.053713151233077405e-02,1.411200471763057185e-01,2.716500722275475566e-01,2.774687562158888454e-01,1.582248338409983635e-01,4.678640615023399000e-07,4.319393875160893976e-09,1.009986868434734897e-01
5.706654006848089350e-02,9.141417967430452707e-02,2.964711100668183663e-01,2.582162818812911986e-01,1.623394035525518864e-01,1.860036674854886884e-02,1.765241861969040491e-03,1.141268761460352554e-01
0.000000000000000000e+00,5.447587880658491533e-02,3.253042943211085225e-01,2.670197339418272087e-01,1.872145409555430462e-01,4.246367258963669108e-03,3.016043569789733669e-04,1.614375803589936098e-01
5.325084345571756000e-02,1.033077532899844414e-01,2.899440546605969726e-01,2.672222163493659375e-01,1.633998427636509099e-01,1.534721951004497029e-02,1.019732071560512264e-03,1.065083378990789309e-01
9.776306884570597558e-03,1.231152432833884230e-01,2.984029987016750818e-01,2.201007013769370746e-01,1.858346253184374741e-01,6.940170458328523417e-02,7.372773184828761150e-02,1.964068800341856741e-02
5.651966849435865331e-02,1.146927916074973325e-01,2.822519875528989863e-01,2.830156077397825154e-01,1.441203106368546538e-01,6.139572036600728783e-03,1.075788301896351960e-04,1.131524831018174554e-01
4.772979352548342713e-02,1.429848195799303945e-01,2.601737582249326608e-01,2.646760518406138796e-01,1.723098726406441517e-01,1.576072158862354064e-02,8.936041219722896814e-04,9.547137847779978148e-02
6.322345146887524414e-02,8.427904474419015135e-02,3.054657200977865528e-01,2.492025977307114337e-01,1.698957092179607109e-01,1.427868709044816890e-03,5.837393162667456646e-05,1.264472340998043787e-01
1.617125974213277760e-09,1.025064097407670238e-01,3.026289986719460923e-01,2.559920430466761099e-01,1.731763143986050912e-01,8.415319327072756650e-02,8.154303925415222476e-02,0.000000000000000000e+00
1.881613386498551949e-02,1.624311873454365451e-01,2.576393884282524582e-01,2.250554746992068644e-01,2.060572452382490316e-01,5.828836475126427524e-02,3.403508384717168767e-02,3.767712182543366678e-02
3.510297903720435708e-02,1.062985178855922891e-01,2.939541015777273891e-01,2.215940736518132448e-01,1.548824629790912788e-01,6.377645530205741653e-02,5.411567392659602516e-02,7.027573563991808270e-02
4.575525864627751071e-02,7.859038387259181802e-02,2.878292346765022325e-01,2.251983515440255379e-01,1.566642864380904943e-01,5.321265751495050239e-02,6.125376536667346411e-02,9.149606194088834299e-02
4.791078768787208897e-02,6.608286692653202177e-02,2.965061314735223941e-01,2.023210184077097185e-01,1.684975293480117930e-01,6.132205697137702721e-02,6.151624427649417248e-02,9.584336490848066603e-02
4.363771123489117859e-02,8.581315828977632842e-02,2.829101742789912888e-01,2.312283746816156671e-01,1.493242314021608619e-01,6.206927629251171585e-02,5.750520410608221666e-02,8.751186971397079128e-02
4.500211496430505526e-02,1.453833648577219362e-01,2.580567049289717585e-01,2.580884878094705237e-01,1.805579248672864734e-01,2.127017301501566565e-02,1.752973683527314945e-03,8.988825587370109782e-02
7.298873884858045336e-04,1.008320117687877548e-01,3.197640396797334361e-01,2.212902887958759501e-01,1.983086799656575694e-01,7.678648495500951798e-02,8.056278851910174399e-02,1.725818927348319503e-03
1.889040892902416752e-02,1.619458743694874026e-01,2.547857045774754026e-01,2.227399636202159472e-01,2.066729452323537441e-01,5.993489610725267341e-02,3.726018988442601765e-02,3.777001727976466577e-02
1.945510127530924657e-02,1.636961403459684938e-01,2.509257914888764485e-01,2.175659102142692147e-01,2.049518035805947269e-01,6.734501984637207561e-02,3.718581262387218866e-02,3.887442062473776133e-02
5.990985421759617936e-07,9.593160653288229645e-02,3.283997273274619211e-01,2.177654800221713594e-01,1.931162670555132965e-01,1.012664627569727638e-01,6.349527630631272845e-02,2.458090014344193328e-05
6.918918511403059525e-10,1.144135321601936761e-01,3.227557283284762657e-01,2.535799197058296595e-01,2.170405125767636001e-01,6.541514821316327111e-02,2.677568214017799278e-02,1.947618350360309843e-05
1.676796681825505966e-02,1.574209227487885498e-01,2.791456752519957951e-01,2.494889065931035765e-01,1.920753385700769977e-01,5.098538459177595628e-02,2.057661648137435600e-02,3.353918894462983719e-02
1.067238932127743609e-02,1.239490108996554873e-01,2.959628778286695350e-01,2.359734279611614416e-01,1.687239934211701431e-01,6.872984230712213261e-02,7.465361898043525180e-02,2.133483928050863496e-02
4.762347524541548499e-02,8.686145610559881103e-02,2.906540312591668895e-01,2.128765501672432447e-01,1.724505083563162289e-01,6.199797928593413221e-02,3.223194968573978025e-02,9.530404989458550469e-02
4.113516129333065485e-02,9.675194463943634360e-02,2.817623100469963671e-01,2.297122294490756833e-01,1.538259586744459007e-01,5.716703194694315593e-02,5.728734233966392003e-02,8.235802161010806477e-02
