,MaxBenefit,x0,sigma,MassLoss,GrowthRate,OffspringNum,Symmetry,OffspringSet,dummy
47,4.169,5.0,1.0,1.0,2.439331099032143,2,0.9977,3.07; 3.08;,
48,3.9810000000000003,5.0,10.0,1.0,4.626384376981607,10,0.6666,1.04; 1.04; 1.04; 1.04; 1.04; 1.02; 1.02; 1.02; 1.02; 1.02;,
49,6.917999999999999,5.0,1.0,1.0,3.4019662968499365,2,0.9984,3.05; 3.05;,
50,9.55,5.0,10.0,1.0,9.752500607753642,10,0.0,1.02; 1.02; 1.02; 1.02; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0;,
51,6.917999999999999,5.0,3.0,1.0,6.149674656168603,3,0.991,2.36; 2.38; 2.39;,
52,0.43700000000000006,5.0,10.0,1.0,1.3711477264003062,14,0.0,1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0;,
53,4.169,5.0,3.0,1.0,4.065646399647482,3,0.9861,2.37; 2.41; 2.38;,
54,5.012,5.0,3.0,1.0,4.704840713628009,3,0.9966,2.39; 2.38; 2.38;,
55,0.2,5.0,3.0,1.0,1.0899334656433857,10,1.0,1.2; 1.2; 1.2; 1.2; 1.2; 1.2; 1.2; 1.2; 1.2; 1.2;,
56,9.12,5.0,3.0,1.0,7.818673560390144,3,0.9953,2.38; 2.37; 2.37;,
57,3.3110000000000004,5.0,10.0,1.0,4.009969727521641,11,0.0,1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0;,
58,5.495,5.0,1.0,1.0,2.9067218445366474,2,0.9916,3.08; 3.04;,
59,0.331,5.0,10.0,1.0,1.2750832980016216,14,0.0,1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0;,
60,0.28800000000000003,5.0,3.0,1.0,1.1463192248119234,7,0.9695,1.43; 1.44; 1.43; 1.43; 1.43; 1.44; 1.42;,
61,6.026,5.0,1.0,1.0,3.0922247283120363,2,0.9996,3.06; 3.06;,
62,1.7380000000000002,5.0,3.0,1.0,2.2215496897470084,3,0.9904,2.42; 2.45; 2.44;,
63,0.457,5.0,10.0,1.0,1.3893353185176498,13,0.0,1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0;,
64,0.955,5.0,10.0,1.0,1.8447588947343585,12,0.0,1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0;,
65,2.291,5.0,1.0,1.0,1.7578705002843016,2,0.9953,3.12; 3.1;,
66,0.6920000000000001,5.0,3.0,1.0,1.4341267538896063,4,0.9905,2.02; 2.04; 2.03; 2.03;,
67,3.3110000000000004,5.0,3.0,1.0,3.4150269964402296,3,0.9973,2.4; 2.4; 2.4;,
68,0.132,5.0,10.0,1.0,1.0977832891343478,19,0.0,1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0;,
69,1.2590000000000001,5.0,10.0,1.0,2.123406833846802,11,0.0,1.02; 1.02; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0;,
70,3.162,5.0,1.0,1.0,2.077791001532721,2,0.9983,3.09; 3.09;,
71,1.445,5.0,10.0,1.0,2.2944435345615526,11,0.0,1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0;,
72,0.912,5.0,3.0,1.0,1.5951553006963872,4,0.9935,2.0; 1.99; 1.99; 1.99;,
73,0.115,5.0,3.0,1.0,1.0434765753348936,23,0.0,1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0;,
74,3.162,5.0,3.0,1.0,3.3020112439223888,3,0.9962,2.41; 2.4; 2.41;,
75,3.3110000000000004,5.0,1.0,1.0,2.131736130634521,2,0.9962,3.09; 3.07;,
76,0.7240000000000001,5.0,10.0,1.0,1.6330472021259212,12,0.0,1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0;,
77,0.759,5.0,3.0,1.0,1.4831697693667067,4,0.9883,2.01; 2.02; 2.02; 2.03;,
78,0.138,5.0,10.0,1.0,1.1029881209047556,19,0.0,1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0;,
79,0.11,5.0,3.0,1.0,1.0410831110427197,24,0.0,1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0;,
80,8.71,5.0,10.0,1.0,8.979280215507211,10,0.0,1.02; 1.02; 1.02; 1.02; 1.02; 1.0; 1.0; 1.0; 1.0; 1.0;,
81,0.525,5.0,3.0,1.0,1.311929856377149,4,0.9933,2.08; 2.08; 2.09; 2.08;,
82,2.291,5.0,3.0,1.0,2.6412407063667214,3,0.9927,2.43; 2.42; 2.41;,
83,5.495,5.0,3.0,1.0,5.0710091129382135,3,0.9927,2.39; 2.37; 2.38;,
84,6.026,5.0,3.0,1.0,5.473518648251373,3,0.99,2.36; 2.39; 2.39;,
85,1.0,5.0,3.0,1.0,1.6612823528631884,3,0.995,2.49; 2.5; 2.5;,
86,5.247999999999999,5.0,10.0,1.0,5.792575284935936,10,1.0,1.02; 1.02; 1.02; 1.02; 1.02; 1.02; 1.02; 1.02; 1.02; 1.02;,
87,10.0,5.0,1.0,1.0,4.460988547749588,2,0.9967,3.04; 3.05;,
88,4.365,5.0,1.0,1.0,2.508954773298583,2,0.9982,3.07; 3.07;,
89,2.63,5.0,1.0,1.0,1.8833992786815712,2,0.996,3.11; 3.09;,
90,1.905,5.0,3.0,1.0,2.348312132366174,3,0.9963,2.44; 2.43; 2.42;,
91,0.6609999999999999,5.0,3.0,1.0,1.4114323086770892,4,0.9868,2.02; 2.05; 2.04; 2.04;,
92,3.802,5.0,10.0,1.0,4.4616333775146915,10,0.6666,1.04; 1.04; 1.04; 1.04; 1.04; 1.04; 1.02; 1.02; 1.02; 1.02;,
93,8.71,5.0,3.0,1.0,7.507905697029637,3,0.9908,2.37; 2.39; 2.36;,
94,0.105,5.0,10.0,1.0,1.074557051555607,21,0.0,1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0;,
95,7.943,5.0,1.0,1.0,3.7558329190506976,2,0.9982,3.05; 3.05;,
96,5.754,5.0,1.0,1.0,2.9974246599337366,2,0.9957,3.05; 3.07;,
97,0.12,5.0,10.0,1.0,1.087402167955565,20,0.0,1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0;,
98,2.089,5.0,10.0,1.0,2.8865686626885783,11,0.0,1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0;,
99,2.512,5.0,10.0,1.0,3.275455645531655,11,0.0,1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0;,
100,0.1,5.0,10.0,1.0,1.0703061621435934,21,0.0,1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0;,
101,4.365,5.0,10.0,1.0,4.979823424316246,10,0.6666,1.04; 1.04; 1.04; 1.02; 1.02; 1.02; 1.02; 1.02; 1.02; 1.02;,
102,0.251,5.0,3.0,1.0,1.1219865603092782,8,0.9687,1.33; 1.32; 1.32; 1.32; 1.33; 1.33; 1.32; 1.34;,
103,0.263,5.0,10.0,1.0,1.2138614741163172,15,0.0,1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0;,
104,1.148,5.0,3.0,1.0,1.7736398041567316,3,0.9961,2.48; 2.49; 2.49;,
105,5.754,5.0,3.0,1.0,5.267347808204633,3,0.9991,2.38; 2.38; 2.38;,
106,0.28800000000000003,5.0,10.0,1.0,1.2363557519732271,15,0.0,1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0;,
107,0.138,5.0,3.0,1.0,1.0549616068985503,18,0.0,1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0;,
108,7.943,5.0,3.0,1.0,6.926614267596339,3,0.9968,2.38; 2.37; 2.37;,
109,0.43700000000000006,5.0,3.0,1.0,1.2493344524220746,5,0.9852,1.77; 1.76; 1.76; 1.77; 1.78;,
110,0.126,5.0,3.0,1.0,1.0488670464931211,20,0.0,1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0;,
111,2.63,5.0,3.0,1.0,2.8984532652102883,3,0.9948,2.41; 2.42; 2.41;,
112,2.7539999999999996,5.0,10.0,1.0,3.4979299924899854,11,0.0,1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0;,
113,0.479,5.0,10.0,1.0,1.4094041744531212,13,0.0,1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0;,
114,4.365,5.0,3.0,1.0,4.21429148817084,3,0.9927,2.4; 2.39; 2.38;,
