MaxBenefit, x0, sigma, MassLoss, GrowthRate, OffspringNum, Symmetry, OffspringSet, dummy
1.0, 5.0, 0.1, 0.55, 1.0083495890335872, 12, 0.9985, 4.7; 4.69; 4.7; 4.7; 4.7; 4.7; 4.7; 4.7; 4.7; 4.7; 4.7; 4.69; 
1.0, 5.0, 0.15, 0.55, 1.0148583078392202, 8, 0.9973, 4.57; 4.56; 4.57; 4.57; 4.56; 4.57; 4.57; 4.57; 
1.0, 5.0, 0.2, 0.55, 1.0228964191252987, 5, 0.9988, 4.46; 4.46; 4.46; 4.45; 4.46; 
1.0, 5.0, 0.25, 0.55, 1.0329853637778035, 4, 0.9984, 4.35; 4.35; 4.35; 4.34; 
1.0, 5.0, 0.3, 0.55, 1.0457515771748112, 3, 0.9988, 4.25; 4.24; 4.24; 
1.0, 5.0, 0.35, 0.55, 1.0630185755142003, 2, 0.9996, 4.18; 4.18; 
1.0, 5.0, 0.4, 0.55, 1.0852464469569734, 2, 0.9994, 4.06; 4.07; 
1.0, 5.0, 0.45, 0.55, 1.108383089747786, 2, 0.9986, 3.96; 3.95; 
1.0, 5.0, 0.5, 0.55, 1.132482412551766, 2, 0.9968, 3.84; 3.86; 
1.0, 5.0, 0.55, 0.55, 1.1576258883827677, 2, 0.9996, 3.75; 3.75; 
1.0, 5.0, 0.6, 0.55, 1.1838804700072898, 2, 0.9999, 3.64; 3.64; 
1.0, 5.0, 0.65, 0.55, 1.2113121648996077, 2, 1.0, 3.54; 3.54; 
1.0, 5.0, 0.7, 0.55, 1.2399152482209987, 2, 0.9959, 3.43; 3.45; 
1.0, 5.0, 0.75, 0.55, 1.2693719369400775, 2, 0.9997, 3.36; 3.36; 
1.0, 5.0, 0.8, 0.55, 1.2990021198442383, 2, 0.9966, 3.31; 3.33; 
1.0, 5.0, 0.85, 0.55, 1.3281513958067257, 2, 0.9971, 3.28; 3.3; 
1.0, 5.0, 0.9, 0.55, 1.356331480881229, 2, 0.9988, 3.27; 3.28; 
1.0, 5.0, 0.95, 0.55, 1.3832376575581495, 2, 0.9991, 3.26; 3.26; 
1.0, 5.0, 1.0, 0.55, 1.4086622418762067, 2, 0.9996, 3.25; 3.26; 
1.0, 5.0, 1.05, 0.55, 1.432535168589479, 2, 0.9987, 3.25; 3.25; 
1.0, 5.0, 1.1, 0.55, 1.4548375514112553, 2, 0.9985, 3.24; 3.25; 
