MaxBenefit, x0, sigma, MassLoss, GrowthRate, OffspringNum, Symmetry, OffspringSet, dummy
1.0, 5.0, 0.1, 0.35, 1.0102261701185085, 7, 0.9977, 4.69; 4.7; 4.7; 4.69; 4.7; 4.69; 4.7; 
1.0, 5.0, 0.15, 0.35, 1.0194226443587375, 4, 0.9983, 4.57; 4.58; 4.57; 4.58; 
1.0, 5.0, 0.2, 0.35, 1.032691835175377, 2, 0.9995, 4.49; 4.48; 
1.0, 5.0, 0.25, 0.35, 1.0547038828991968, 2, 0.9999, 4.36; 4.36; 
1.0, 5.0, 0.3, 0.35, 1.0776559245541244, 2, 1.0, 4.24; 4.24; 
1.0, 5.0, 0.35, 0.35, 1.1016060876957088, 2, 0.9996, 4.13; 4.12; 
1.0, 5.0, 0.4, 0.35, 1.1266367971492839, 2, 0.9999, 3.99; 3.99; 
1.0, 5.0, 0.45, 0.35, 1.1528368684744157, 2, 0.9988, 3.88; 3.89; 
1.0, 5.0, 0.5, 0.35, 1.1802968224819628, 2, 0.9996, 3.77; 3.76; 
1.0, 5.0, 0.55, 0.35, 1.2091244522877984, 2, 0.9992, 3.64; 3.64; 
1.0, 5.0, 0.6, 0.35, 1.2394243258383617, 2, 0.9989, 3.53; 3.52; 
1.0, 5.0, 0.65, 0.35, 1.2711740317917015, 2, 0.9986, 3.44; 3.43; 
1.0, 5.0, 0.7, 0.35, 1.3039069860131547, 2, 0.9992, 3.36; 3.36; 
1.0, 5.0, 0.75, 0.35, 1.3367824353539919, 2, 0.9942, 3.31; 3.34; 
1.0, 5.0, 0.8, 0.35, 1.3690869971092847, 2, 0.9992, 3.3; 3.3; 
1.0, 5.0, 0.85, 0.35, 1.4002809951006863, 2, 0.9968, 3.28; 3.3; 
1.0, 5.0, 0.9, 0.35, 1.4300208188643375, 2, 0.9995, 3.28; 3.29; 
1.0, 5.0, 0.95, 0.35, 1.4580838478904945, 2, 0.9962, 3.27; 3.29; 
1.0, 5.0, 1.0, 0.35, 1.4843747082473322, 2, 0.9963, 3.27; 3.28; 
1.0, 5.0, 1.05, 0.35, 1.508859995263427, 2, 0.9955, 3.26; 3.28; 
1.0, 5.0, 1.1, 0.35, 1.5315881013813986, 2, 0.9989, 3.27; 3.28; 
1.0, 5.0, 1.15, 0.35, 1.5525847776652855, 2, 0.9952, 3.29; 3.27; 
1.0, 5.0, 1.2, 0.35, 1.5719994417537841, 2, 0.9994, 3.27; 3.27; 
1.0, 5.0, 1.25, 0.35, 1.58988709661583, 2, 0.9999, 3.27; 3.27; 
1.0, 5.0, 1.3, 0.35, 1.6063686241721404, 2, 0.999, 3.28; 3.28; 
1.0, 5.0, 1.35, 0.35, 1.621570515698179, 2, 0.9972, 3.29; 3.27; 
1.0, 5.0, 1.4, 0.35, 1.635583961625601, 2, 0.9981, 3.28; 3.29; 
1.0, 5.0, 1.45, 0.35, 1.648509641629877, 2, 0.9999, 3.28; 3.28; 
1.0, 5.0, 1.5, 0.35, 1.6604495122294711, 2, 0.9994, 3.28; 3.28; 
1.0, 5.0, 1.55, 0.35, 1.6714861211842749, 2, 0.9992, 3.29; 3.29; 
