MaxBenefit, x0, sigma, MassLoss, GrowthRate, OffspringNum, Symmetry, OffspringSet, dummy
1.0, 5.0, 0.1, 0.0, 1.0711624067925145, 2, 0.0087, 4.71; 1.02; 
1.0, 5.0, 0.15, 0.0, 1.1115194957731345, 2, 0.0011, 4.6; 1.0; 
1.0, 5.0, 0.2, 0.0, 1.1517866115604605, 2, 0.0103, 4.53; 1.02; 
1.0, 5.0, 0.25, 0.0, 1.1900245164932506, 2, 0.0072, 4.51; 1.01; 
1.0, 5.0, 0.3, 0.0, 1.2208789440973136, 2, 0.0021, 4.51; 1.0; 
1.0, 5.0, 0.35, 0.0, 1.2442994874797013, 2, 0.0069, 4.52; 1.01; 
1.0, 5.0, 0.4, 0.0, 1.2641426166775083, 2, 0.0947, 4.45; 1.17; 
1.0, 5.0, 0.45, 0.0, 1.2850527405152334, 2, 0.1951, 4.36; 1.36; 
1.0, 5.0, 0.5, 0.0, 1.3076948436672526, 2, 0.3146, 4.25; 1.61; 
1.0, 5.0, 0.55, 0.0, 1.3328245117125248, 2, 0.4571, 1.92; 4.1; 
1.0, 5.0, 0.6, 0.0, 1.3617464686438185, 2, 0.6654, 3.86; 2.43; 
1.0, 5.0, 0.65, 0.0, 1.399134443177065, 2, 0.9992, 3.33; 3.33; 
1.0, 5.0, 0.7, 0.0, 1.4377116633148597, 2, 0.9973, 3.32; 3.34; 
1.0, 5.0, 0.75, 0.0, 1.4752598187796457, 2, 0.9973, 3.33; 3.34; 
1.0, 5.0, 0.8, 0.0, 1.5112231718071687, 2, 0.9929, 3.32; 3.35; 
1.0, 5.0, 0.85, 0.0, 1.5452881629130748, 2, 0.9968, 3.34; 3.33; 
1.0, 5.0, 0.9, 0.0, 1.5771831430518062, 2, 0.9966, 3.34; 3.32; 
1.0, 5.0, 0.95, 0.0, 1.6068402272031537, 2, 0.9982, 3.34; 3.33; 
1.0, 5.0, 1.0, 0.0, 1.6342453607809553, 2, 0.9979, 3.32; 3.33; 
1.0, 5.0, 1.05, 0.0, 1.6594908071002576, 2, 0.9999, 3.34; 3.34; 
1.0, 5.0, 1.1, 0.0, 1.6826714539425973, 2, 0.9977, 3.33; 3.34; 
1.0, 5.0, 1.15, 0.0, 1.7039179993666673, 2, 0.9996, 3.33; 3.33; 
1.0, 5.0, 1.2, 0.0, 1.723375019997389, 2, 0.9983, 3.33; 3.32; 
1.0, 5.0, 1.25, 0.0, 1.7411999298074865, 2, 0.996, 3.33; 3.35; 
1.0, 5.0, 1.3, 0.0, 1.757543444699067, 2, 0.9986, 3.33; 3.34; 
1.0, 5.0, 1.35, 0.0, 1.7725113275051965, 2, 0.9991, 3.34; 3.33; 
1.0, 5.0, 1.4, 0.0, 1.7862321696333239, 2, 0.9938, 3.32; 3.35; 
1.0, 5.0, 1.45, 0.0, 1.7988671466672996, 2, 0.9984, 3.34; 3.33; 
1.0, 5.0, 1.5, 0.0, 1.810464876429763, 2, 0.9973, 3.34; 3.32; 
1.0, 5.0, 1.55, 0.0, 1.8211504550752395, 2, 0.9983, 3.33; 3.32; 
1.0, 5.0, 1.6, 0.0, 1.8310040871564914, 2, 0.9994, 3.33; 3.33; 
1.0, 5.0, 1.65, 0.0, 1.8401081900482765, 2, 0.9964, 3.33; 3.35; 
1.0, 5.0, 1.7, 0.0, 1.848530017334224, 2, 0.996, 3.32; 3.34; 
1.0, 5.0, 1.75, 0.0, 1.8563162273346685, 2, 0.9932, 3.32; 3.35; 
1.0, 5.0, 1.8, 0.0, 1.8635618680185977, 2, 0.9979, 3.32; 3.33; 
1.0, 5.0, 1.85, 0.0, 1.8702899337357795, 2, 0.9988, 3.33; 3.34; 
1.0, 5.0, 1.9, 0.0, 1.8765337965613562, 2, 0.9971, 3.34; 3.32; 
1.0, 5.0, 1.95, 0.0, 1.8823662775241958, 2, 0.9977, 3.34; 3.33; 
1.0, 5.0, 2.0, 0.0, 1.887798332700874, 2, 0.9995, 3.33; 3.34; 
1.0, 5.0, 2.05, 0.0, 1.8928685523658748, 2, 0.9967, 3.35; 3.33; 
1.0, 5.0, 2.1, 0.0, 1.8976199775833757, 2, 0.9974, 3.33; 3.34; 
1.0, 5.0, 2.15, 0.0, 1.902063217978025, 2, 0.9968, 3.33; 3.34; 
1.0, 5.0, 2.2, 0.0, 1.9062381276287876, 2, 0.9998, 3.33; 3.33; 
1.0, 5.0, 2.25, 0.0, 1.910150856057394, 2, 0.9989, 3.33; 3.34; 
1.0, 5.0, 2.3, 0.0, 1.9138226904996736, 2, 0.9952, 3.32; 3.34; 
1.0, 5.0, 2.35, 0.0, 1.9172871324845806, 2, 0.9967, 3.34; 3.33; 
1.0, 5.0, 2.4, 0.0, 1.9205468195171203, 2, 0.9972, 3.32; 3.34; 
1.0, 5.0, 2.45, 0.0, 1.923623677720279, 2, 0.9966, 3.32; 3.34; 
1.0, 5.0, 2.5, 0.0, 1.9265249565075302, 2, 0.9966, 3.34; 3.33; 
1.0, 5.0, 2.55, 0.0, 1.9292718341499833, 2, 0.9998, 3.33; 3.33; 
1.0, 5.0, 2.6, 0.0, 1.931862865235292, 2, 0.9988, 3.33; 3.33; 
1.0, 5.0, 2.65, 0.0, 1.9343215889368226, 2, 1.0, 3.33; 3.33; 
1.0, 5.0, 2.7, 0.0, 1.9366393784152907, 2, 0.9926, 3.35; 3.32; 
1.0, 5.0, 2.75, 0.0, 1.938851365945153, 2, 0.9959, 3.33; 3.35; 
1.0, 5.0, 2.8, 0.0, 1.9409492143283882, 2, 0.9996, 3.33; 3.33; 
1.0, 5.0, 2.85, 0.0, 1.9429392798402971, 2, 0.9964, 3.33; 3.34; 
1.0, 5.0, 2.9, 0.0, 1.9448354037942153, 2, 0.9993, 3.33; 3.33; 
