MaxBenefit, x0, sigma, MassLoss, GrowthRate, OffspringNum, Symmetry, OffspringSet, dummy
1.0, 5.0, 2.95, 0.0, 1.9466339577581184, 2, 0.9969, 3.34; 3.32; 
1.0, 5.0, 3.0, 0.0, 1.9483492999292666, 2, 0.9997, 3.33; 3.33; 
1.0, 5.0, 3.05, 0.0, 1.9499847774803247, 2, 0.999, 3.33; 3.33; 
1.0, 5.0, 3.1, 0.0, 1.9515412854121075, 2, 0.9956, 3.35; 3.33; 
1.0, 5.0, 3.15, 0.0, 1.9530327563075436, 2, 0.9983, 3.34; 3.33; 
1.0, 5.0, 3.2, 0.0, 1.9544528879080323, 2, 0.9988, 3.34; 3.34; 
1.0, 5.0, 3.25, 0.0, 1.9558116928605713, 2, 0.9999, 3.33; 3.34; 
1.0, 5.0, 3.3, 0.0, 1.9571095036472514, 2, 0.998, 3.33; 3.34; 
1.0, 5.0, 3.35, 0.0, 1.9583554109059067, 2, 0.9997, 3.33; 3.33; 
1.0, 5.0, 3.4, 0.0, 1.9595415198166513, 2, 0.9979, 3.32; 3.33; 
1.0, 5.0, 3.45, 0.0, 1.9606808511977958, 2, 0.9943, 3.32; 3.35; 
1.0, 5.0, 3.5, 0.0, 1.9617752723507285, 2, 0.9984, 3.33; 3.33; 
1.0, 5.0, 3.55, 0.0, 1.9628267139067619, 2, 1.0, 3.33; 3.33; 
1.0, 5.0, 3.6, 0.0, 1.9638294724475887, 2, 0.9985, 3.33; 3.34; 
1.0, 5.0, 3.65, 0.0, 1.9647953636603508, 2, 0.9971, 3.34; 3.32; 
1.0, 5.0, 3.7, 0.0, 1.9657252592628032, 2, 0.9999, 3.33; 3.33; 
1.0, 5.0, 3.75, 0.0, 1.966618918042447, 2, 0.9992, 3.33; 3.33; 
1.0, 5.0, 3.8, 0.0, 1.9674734566251684, 2, 0.9981, 3.33; 3.33; 
1.0, 5.0, 3.85, 0.0, 1.9682988904519303, 2, 0.9982, 3.33; 3.32; 
1.0, 5.0, 3.9, 0.0, 1.9690945312754895, 2, 0.997, 3.33; 3.34; 
1.0, 5.0, 3.95, 0.0, 1.9698596982991798, 2, 0.9963, 3.32; 3.34; 
1.0, 5.0, 4.0, 0.0, 1.9705976474260707, 2, 0.9993, 3.33; 3.34; 
1.0, 5.0, 4.05, 0.0, 1.9713080936715106, 2, 0.9969, 3.33; 3.34; 
1.0, 5.0, 4.1, 0.0, 1.9719943041144385, 2, 0.9983, 3.34; 3.33; 
1.0, 5.0, 4.15, 0.0, 1.9726556482495976, 2, 0.9974, 3.33; 3.34; 
1.0, 5.0, 4.2, 0.0, 1.9732918084960538, 2, 0.998, 3.33; 3.32; 
1.0, 5.0, 4.25, 0.0, 1.9739074228392997, 2, 0.9959, 3.34; 3.33; 
1.0, 5.0, 4.3, 0.0, 1.9745047953709256, 2, 0.9989, 3.33; 3.33; 
1.0, 5.0, 4.35, 0.0, 1.9750805733303318, 2, 0.9971, 3.33; 3.34; 
1.0, 5.0, 4.4, 0.0, 1.9756360559122523, 2, 0.9984, 3.34; 3.33; 
1.0, 5.0, 4.45, 0.0, 1.976173427999008, 2, 0.9997, 3.34; 3.34; 
1.0, 5.0, 4.5, 0.0, 1.9766909526743466, 2, 0.9938, 3.35; 3.32; 
1.0, 5.0, 4.55, 0.0, 1.977196784597099, 2, 0.9943, 3.35; 3.32; 
1.0, 5.0, 4.6, 0.0, 1.9776838485110808, 2, 0.9999, 3.33; 3.33; 
1.0, 5.0, 4.65, 0.0, 1.9781552392005892, 2, 0.996, 3.35; 3.33; 
1.0, 5.0, 4.7, 0.0, 1.9786132672764696, 2, 0.9998, 3.34; 3.34; 
1.0, 5.0, 4.75, 0.0, 1.9790563131690893, 2, 0.9966, 3.33; 3.34; 
1.0, 5.0, 4.8, 0.0, 1.979486989237746, 2, 0.9989, 3.33; 3.33; 
1.0, 5.0, 4.85, 0.0, 1.979902249126909, 2, 0.9971, 3.32; 3.34; 
1.0, 5.0, 4.9, 0.0, 1.980305980176226, 2, 0.9982, 3.33; 3.34; 
1.0, 5.0, 4.95, 0.0, 1.9806992720328926, 2, 0.9998, 3.34; 3.34; 
1.0, 5.0, 5.0, 0.0, 1.9810799928999612, 2, 0.9978, 3.34; 3.33; 
1.0, 5.0, 5.05, 0.0, 1.9814474638434105, 2, 0.9985, 3.33; 3.33; 
