MaxBenefit, x0, sigma, MassLoss, GrowthRate, OffspringNum, Symmetry, OffspringSet, dummy
1.0, 5.0, 4.0, 0.05, 1.949037096414222, 2, 0.9952, 3.37; 3.35; 
1.0, 5.0, 4.05, 0.05, 1.9497583925654864, 2, 0.9944, 3.38; 3.35; 
1.0, 5.0, 4.1, 0.05, 1.9504558151986475, 2, 0.999, 3.37; 3.36; 
1.0, 5.0, 4.15, 0.05, 1.951127492355706, 2, 0.9992, 3.37; 3.37; 
1.0, 5.0, 4.2, 0.05, 1.9517736373094872, 2, 0.9994, 3.36; 3.37; 
1.0, 5.0, 4.25, 0.05, 1.9523979604483865, 2, 0.9966, 3.37; 3.38; 
1.0, 5.0, 4.3, 0.05, 1.9530038247775496, 2, 0.9949, 3.38; 3.36; 
1.0, 5.0, 4.35, 0.05, 1.9535909574195154, 2, 0.9981, 3.38; 3.37; 
1.0, 5.0, 4.4, 0.05, 1.954154617012005, 2, 0.9993, 3.37; 3.37; 
1.0, 5.0, 4.45, 0.05, 1.9547008208289696, 2, 0.997, 3.38; 3.37; 
1.0, 5.0, 4.5, 0.05, 1.9552287837656368, 2, 0.9959, 3.37; 3.39; 
1.0, 5.0, 4.55, 0.05, 1.9557392024511517, 2, 0.9944, 3.37; 3.39; 
1.0, 5.0, 4.6, 0.05, 1.956237862260191, 2, 0.9994, 3.38; 3.38; 
1.0, 5.0, 4.65, 0.05, 1.9567174783890335, 2, 0.9977, 3.38; 3.39; 
1.0, 5.0, 4.7, 0.05, 1.9571843801046307, 2, 0.997, 3.39; 3.38; 
1.0, 5.0, 4.75, 0.05, 1.9576353515507745, 2, 0.9975, 3.39; 3.38; 
1.0, 5.0, 4.8, 0.05, 1.9580735499103623, 2, 0.9991, 3.38; 3.38; 
1.0, 5.0, 4.85, 0.05, 1.9584966114871718, 2, 0.9965, 3.39; 3.37; 
1.0, 5.0, 4.9, 0.05, 1.9589108078061672, 2, 0.9998, 3.39; 3.39; 
1.0, 5.0, 4.95, 0.05, 1.9593104186852384, 2, 0.9979, 3.39; 3.38; 
1.0, 5.0, 5.0, 0.05, 1.95969622177858, 2, 0.9989, 3.38; 3.39; 
1.0, 5.0, 5.05, 0.05, 1.9600745705675249, 2, 0.9988, 3.39; 3.39; 
