MaxBenefit, x0, sigma, MassLoss, GrowthRate, OffspringNum, Symmetry, OffspringSet, dummy
1.0, 5.0, 0.1, 0.05, 1.0494670375517288, 2, 0.005, 4.73; 1.01; 
1.0, 5.0, 0.15, 0.05, 1.086921389294238, 2, 0.0009, 1.0; 4.61; 
1.0, 5.0, 0.2, 0.05, 1.1252400994827307, 2, 0.0106, 4.51; 1.02; 
1.0, 5.0, 0.25, 0.05, 1.1631804115221915, 2, 0.0027, 1.0; 4.49; 
1.0, 5.0, 0.3, 0.05, 1.194006499917299, 2, 0.001, 1.0; 4.51; 
1.0, 5.0, 0.35, 0.05, 1.2181946392121663, 2, 0.0054, 4.5; 1.01; 
1.0, 5.0, 0.4, 0.05, 1.23968000736157, 2, 0.0998, 1.18; 4.43; 
1.0, 5.0, 0.45, 0.05, 1.2620023838123786, 2, 0.2293, 1.43; 4.3; 
1.0, 5.0, 0.5, 0.05, 1.2858111507949963, 2, 0.3528, 1.68; 4.19; 
1.0, 5.0, 0.55, 0.05, 1.3116624549242042, 2, 0.4554, 1.91; 4.09; 
1.0, 5.0, 0.6, 0.05, 1.341362239275735, 2, 0.7056, 2.52; 3.8; 
1.0, 5.0, 0.65, 0.05, 1.3790169491976174, 2, 0.9959, 3.34; 3.33; 
1.0, 5.0, 0.7, 0.05, 1.4168761104607692, 2, 0.9949, 3.32; 3.34; 
1.0, 5.0, 0.75, 0.05, 1.453830476191158, 2, 0.9975, 3.32; 3.33; 
1.0, 5.0, 0.8, 0.05, 1.4893388707813928, 2, 0.9983, 3.32; 3.33; 
1.0, 5.0, 0.85, 0.05, 1.523009694587587, 2, 0.9935, 3.34; 3.31; 
1.0, 5.0, 0.9, 0.05, 1.554646127524121, 2, 0.9995, 3.32; 3.32; 
1.0, 5.0, 0.95, 0.05, 1.5840984213328495, 2, 0.997, 3.33; 3.31; 
1.0, 5.0, 1.0, 0.05, 1.6113757178743366, 2, 0.9962, 3.33; 3.32; 
1.0, 5.0, 1.05, 0.05, 1.6365296366232784, 2, 0.9958, 3.32; 3.33; 
1.0, 5.0, 1.1, 0.05, 1.659665119917718, 2, 0.9987, 3.32; 3.33; 
1.0, 5.0, 1.15, 0.05, 1.6808886961377238, 2, 0.9962, 3.34; 3.32; 
1.0, 5.0, 1.2, 0.05, 1.7003574430486368, 2, 0.9988, 3.33; 3.33; 
1.0, 5.0, 1.25, 0.05, 1.7182032684969322, 2, 0.9988, 3.33; 3.33; 
1.0, 5.0, 1.3, 0.05, 1.7345654992432293, 2, 0.9965, 3.32; 3.33; 
1.0, 5.0, 1.35, 0.05, 1.7495744915509022, 2, 0.9976, 3.33; 3.32; 
1.0, 5.0, 1.4, 0.05, 1.763359855694095, 2, 0.9997, 3.32; 3.32; 
1.0, 5.0, 1.45, 0.05, 1.7760010381291447, 2, 0.993, 3.34; 3.31; 
1.0, 5.0, 1.5, 0.05, 1.787675320729286, 2, 0.9992, 3.33; 3.32; 
1.0, 5.0, 1.55, 0.05, 1.798412752611378, 2, 0.9987, 3.33; 3.32; 
1.0, 5.0, 1.6, 0.05, 1.80831420344066, 2, 0.9983, 3.33; 3.33; 
1.0, 5.0, 1.65, 0.05, 1.8174713321039486, 2, 0.9984, 3.32; 3.33; 
1.0, 5.0, 1.7, 0.05, 1.8259370451634798, 2, 0.9997, 3.33; 3.33; 
1.0, 5.0, 1.75, 0.05, 1.8337839066031432, 2, 0.9993, 3.33; 3.33; 
1.0, 5.0, 1.8, 0.05, 1.8410586427298066, 2, 0.999, 3.32; 3.33; 
1.0, 5.0, 1.85, 0.05, 1.8478218565539253, 2, 0.9992, 3.34; 3.33; 
1.0, 5.0, 1.9, 0.05, 1.854121784055958, 2, 0.9992, 3.33; 3.33; 
1.0, 5.0, 1.95, 0.05, 1.859987307405814, 2, 0.9988, 3.33; 3.33; 
1.0, 5.0, 2.0, 0.05, 1.8654470172694921, 2, 0.9942, 3.34; 3.32; 
1.0, 5.0, 2.05, 0.05, 1.8705639753485515, 2, 0.9949, 3.34; 3.32; 
1.0, 5.0, 2.1, 0.05, 1.8753532299501452, 2, 0.9986, 3.34; 3.33; 
1.0, 5.0, 2.15, 0.05, 1.879832824514224, 2, 0.9993, 3.33; 3.33; 
1.0, 5.0, 2.2, 0.05, 1.884033431212326, 2, 0.9988, 3.33; 3.33; 
1.0, 5.0, 2.25, 0.05, 1.8879740825487792, 2, 0.9934, 3.32; 3.35; 
1.0, 5.0, 2.3, 0.05, 1.8916889953081326, 2, 0.9994, 3.33; 3.33; 
1.0, 5.0, 2.35, 0.05, 1.895183085941274, 2, 0.9992, 3.34; 3.34; 
1.0, 5.0, 2.4, 0.05, 1.898470885871427, 2, 0.9983, 3.33; 3.34; 
1.0, 5.0, 2.45, 0.05, 1.9015699495942915, 2, 0.9959, 3.33; 3.35; 
1.0, 5.0, 2.5, 0.05, 1.904492035055021, 2, 0.9938, 3.32; 3.35; 
1.0, 5.0, 2.55, 0.05, 1.907266990204838, 2, 0.9999, 3.34; 3.34; 
1.0, 5.0, 2.6, 0.05, 1.9098838487226204, 2, 0.9999, 3.34; 3.34; 
1.0, 5.0, 2.65, 0.05, 1.912363011225286, 2, 0.9984, 3.34; 3.33; 
1.0, 5.0, 2.7, 0.05, 1.9147139175965613, 2, 0.9993, 3.34; 3.34; 
1.0, 5.0, 2.75, 0.05, 1.9169385562097458, 2, 0.9968, 3.35; 3.34; 
1.0, 5.0, 2.8, 0.05, 1.9190568555013074, 2, 0.9987, 3.35; 3.34; 
1.0, 5.0, 2.85, 0.05, 1.9210649244063056, 2, 0.9998, 3.34; 3.34; 
1.0, 5.0, 2.9, 0.05, 1.922976284794498, 2, 0.9981, 3.34; 3.33; 
1.0, 5.0, 2.95, 0.05, 1.924798678748897, 2, 0.9993, 3.35; 3.34; 
1.0, 5.0, 3.0, 0.05, 1.9265280792314985, 2, 0.9972, 3.34; 3.36; 
1.0, 5.0, 3.05, 0.05, 1.9281822558734691, 2, 0.9973, 3.34; 3.35; 
1.0, 5.0, 3.1, 0.05, 1.9297591495210105, 2, 0.999, 3.35; 3.35; 
1.0, 5.0, 3.15, 0.05, 1.9312633813958122, 2, 0.9982, 3.34; 3.35; 
1.0, 5.0, 3.2, 0.05, 1.9326944811800688, 2, 0.994, 3.33; 3.36; 
1.0, 5.0, 3.25, 0.05, 1.9340713603061976, 2, 0.996, 3.36; 3.34; 
1.0, 5.0, 3.3, 0.05, 1.9353850408263757, 2, 0.9987, 3.35; 3.35; 
1.0, 5.0, 3.35, 0.05, 1.9366427460770472, 2, 0.9977, 3.35; 3.36; 
1.0, 5.0, 3.4, 0.05, 1.937843510276894, 2, 0.9976, 3.35; 3.34; 
1.0, 5.0, 3.45, 0.05, 1.9389975304747473, 2, 0.9967, 3.35; 3.36; 
1.0, 5.0, 3.5, 0.05, 1.9401025090982755, 2, 0.9986, 3.35; 3.35; 
1.0, 5.0, 3.55, 0.05, 1.941166671586811, 2, 0.9993, 3.36; 3.36; 
1.0, 5.0, 3.6, 0.05, 1.942184021155497, 2, 0.9989, 3.36; 3.36; 
1.0, 5.0, 3.65, 0.05, 1.9431607734499514, 2, 0.9985, 3.36; 3.36; 
1.0, 5.0, 3.7, 0.05, 1.9441008688952008, 2, 0.9981, 3.37; 3.36; 
1.0, 5.0, 3.75, 0.05, 1.9450040932870953, 2, 0.9966, 3.37; 3.35; 
1.0, 5.0, 3.8, 0.05, 1.9458735600363788, 2, 0.9977, 3.35; 3.36; 
1.0, 5.0, 3.85, 0.05, 1.946711210950232, 2, 0.9997, 3.36; 3.36; 
1.0, 5.0, 3.9, 0.05, 1.9475155596381222, 2, 0.9999, 3.36; 3.36; 
1.0, 5.0, 3.95, 0.05, 1.9482897195107944, 2, 0.9935, 3.38; 3.35; 
